Matemática,Lenguaje,Ciencias,NEM,Colegio_Egreso,Sexo,Nota,asi_Cod
693,710,634,763,Subvencionado,M,2.3,520145
646,600,640,723,Municipalizado,M,4.4,530024
584,580,534,641,Municipalizado,M,4.6,530024
636,582,611,460,Privado,M,1.8,510145
674,517,615,598,Subvencionado,M,2.3,510145
608,595,614,639,Subvencionado,M,4.2,520145
688,632,664,701,Subvencionado,M,4.9,530024
608,507,551,496,Municipalizado,F,2.9,520145
712,684,696,700,Subvencionado,M,4.4,520145
679,772,653,764,Municipalizado,F,4.0,510145
651,614,556,599,Municipalizado,M,1.4,520145
679,514,706,659,Municipalizado,M,4.8,510145
682,619,651,702,Subvencionado,M,1.4,510145
576,625,540,681,Municipalizado,F,3.0,530024
674,683,647,786,Subvencionado,M,4.3,520145
701,605,605,599,Subvencionado,M,4.0,510145
672,674,715,599,Privado,M,4.3,520145
569,508,554,640,Municipalizado,F,1.6,510145
612,591,522,578,Privado,M,3.5,520145
635,557,477,683,Subvencionado,M,1.4,520145
616,637,618,682,Municipalizado,M,2.4,520145
651,607,599,702,Municipalizado,F,4.8,520145
830,514,701,744,Privado,M,5.8,520145
678,562,619,537,Privado,M,3.1,510145
702,633,672,704,Subvencionado,M,4.0,510145
599,508,532,602,Subvencionado,M,1.6,510145
634,632,591,661,Municipalizado,M,4.4,530024
618,574,553,682,Municipalizado,M,4.3,520145
673,552,656,474,Privado,M,5.6,530024
622,600,533,579,Subvencionado,M,2.8,530024
678,674,616,661,Municipalizado,F,3.0,510145
639,620,602,682,Subvencionado,M,2.7,520145
660,602,602,618,Subvencionado,M,1.0,510145
682,581,663,702,Privado,F,4.0,510145
679,619,585,599,Privado,M,1.0,520145
702,772,650,659,Subvencionado,M,4.5,510145
672,566,538,722,Municipalizado,F,4.2,520145
605,603,611,702,Municipalizado,F,4.3,530024
657,667,615,701,Subvencionado,F,4.6,520145
569,444,512,661,Subvencionado,M,2.0,510145
617,682,589,660,Municipalizado,F,3.4,530024
668,542,559,599,Subvencionado,M,1.0,520145
773,590,663,682,Subvencionado,M,3.5,520145
671,568,619,557,Subvencionado,M,1.0,530024
773,619,721,743,Municipalizado,M,4.2,510145
674,593,523,683,Subvencionado,M,2.1,510145
566,633,595,662,Subvencionado,M,4.1,510145
659,699,668,661,Privado,M,3.4,520145
674,625,679,520,Municipalizado,M,5.5,520145
624,650,573,618,Subvencionado,M,2.1,510145
718,596,693,723,Municipalizado,M,3.3,510145
647,586,616,660,Subvencionado,M,2.8,510145
771,614,711,576,Municipalizado,M,4.4,530024
664,487,592,661,Municipalizado,M,3.4,520145
588,558,549,578,Subvencionado,F,1.0,510145
642,675,614,701,Subvencionado,M,2.6,510145
575,530,539,620,Subvencionado,M,2.2,520145
646,579,641,640,Subvencionado,M,4.0,510145
694,525,624,722,Municipalizado,M,4.3,510145
615,595,591,599,Municipalizado,M,4.1,510145
576,547,534,662,Subvencionado,M,3.0,520145
690,659,682,578,Subvencionado,M,3.1,530024
696,637,635,558,Subvencionado,M,1.3,520145
669,541,558,598,Subvencionado,M,2.8,530024
624,602,592,641,Subvencionado,M,3.7,530024
706,613,660,701,Subvencionado,M,5.0,530024
639,651,592,661,Subvencionado,F,2.1,510145
638,495,585,476,Municipalizado,F,1.0,520145
639,638,541,598,Subvencionado,F,2.4,520145
678,595,534,743,Municipalizado,M,4.3,520145
812,708,698,784,Subvencionado,M,4.6,510145
618,709,575,661,Subvencionado,M,2.7,510145
661,546,594,558,Municipalizado,M,3.2,520145
672,674,714,598,Privado,M,3.8,510145
736,731,668,723,Subvencionado,M,4.0,520145
681,697,627,578,Privado,M,4.2,510145
642,574,535,516,Subvencionado,F,2.4,520145
638,591,602,701,Subvencionado,F,4.6,510145
675,470,600,599,Municipalizado,M,4.0,520145
584,556,552,496,Municipalizado,M,2.7,510145
624,578,651,598,Subvencionado,M,5.6,510145
611,568,503,701,Municipalizado,M,1.7,510145
656,569,607,723,Municipalizado,M,1.0,520145
609,582,635,659,Municipalizado,M,3.6,510145
652,626,617,721,Subvencionado,F,4.0,520145
633,575,625,682,Privado,M,4.8,530024
679,562,619,537,Privado,M,3.1,510145
613,650,611,639,Subvencionado,F,4.0,510145
653,600,534,578,Subvencionado,F,1.0,520145
770,696,735,765,Subvencionado,M,6.9,510145
655,645,573,599,Privado,M,1.0,520145
602,562,616,578,Municipalizado,F,2.6,520145
702,674,628,743,Municipalizado,M,5.0,530024
689,607,605,599,Municipalizado,F,4.6,510145
609,514,545,520,Privado,M,2.2,510145
755,645,664,660,Subvencionado,F,5.3,520145
755,602,726,725,Privado,M,4.6,510145
678,708,688,537,Privado,M,4.1,530024
736,768,708,700,Subvencionado,M,3.6,510145
717,658,679,619,Privado,M,6.5,520145
655,537,595,743,Municipalizado,F,2.6,510145
677,497,628,600,Subvencionado,M,5.2,530024
682,689,596,723,Subvencionado,F,4.3,530024
642,580,665,661,Subvencionado,M,3.2,510145
718,586,657,641,Subvencionado,M,4.2,510145
652,524,589,701,Privado,F,2.4,510145
645,629,597,744,Subvencionado,M,4.2,520145
679,558,559,661,Subvencionado,M,4.5,520145
641,676,615,700,Subvencionado,M,2.2,530024
645,626,613,640,Privado,M,4.4,530024
669,613,659,579,Privado,M,4.4,510145
705,542,599,558,Subvencionado,M,4.0,510145
831,633,641,579,Privado,M,4.5,530024
672,668,635,723,Subvencionado,M,4.2,530024
812,800,677,765,Subvencionado,F,2.9,520145
612,652,611,641,Subvencionado,F,4.0,520145
792,597,625,557,Privado,M,3.0,520145
615,596,591,598,Municipalizado,M,4.0,520145
733,614,619,620,Privado,M,3.1,510145
609,546,624,455,Privado,M,2.9,520145
651,524,589,701,Privado,F,2.2,510145
655,627,606,578,Subvencionado,M,1.0,520145
812,682,616,701,Privado,M,2.6,520145
755,608,617,620,Privado,M,5.1,530024
649,591,699,619,Municipalizado,M,4.0,510145
718,582,603,599,Subvencionado,M,4.9,530024
791,646,690,744,Privado,M,4.2,520145
699,576,628,683,Subvencionado,M,5.4,530024
669,581,606,578,Subvencionado,M,2.0,520145
695,619,545,601,Privado,M,3.6,520145
687,576,596,724,Municipalizado,M,4.0,520145
630,527,607,660,Subvencionado,F,1.9,510145
700,576,627,681,Subvencionado,M,5.4,530024
595,592,556,537,Subvencionado,F,1.9,520145
689,618,675,763,Subvencionado,F,5.8,510145
633,583,597,557,Privado,M,3.5,510145
810,585,633,682,Subvencionado,F,4.8,530024
606,508,558,558,Municipalizado,M,3.2,530024
757,681,614,580,Privado,M,4.8,530024
673,633,665,599,Subvencionado,M,5.5,530024
652,601,534,578,Subvencionado,F,4.3,510145
617,601,584,701,Municipalizado,M,2.7,520145
636,614,570,495,Privado,M,4.4,530024
830,619,648,660,Privado,M,4.4,520145
652,638,628,537,Subvencionado,M,3.2,520145
683,659,630,682,Municipalizado,M,4.1,510145
699,561,626,702,Municipalizado,M,4.5,520145
650,542,605,578,Subvencionado,M,1.0,520145
713,638,692,640,Subvencionado,F,5.6,520145
773,626,660,682,Subvencionado,M,3.3,510145
656,538,622,495,Subvencionado,F,4.3,520145
673,690,614,661,Subvencionado,M,4.6,520145
686,699,589,660,Privado,M,3.0,510145
689,618,611,480,Privado,M,1.0,530024
656,547,591,600,Municipalizado,M,2.6,510145
702,666,599,701,Subvencionado,M,4.0,510145
656,538,621,496,Subvencionado,F,4.3,520145
656,742,614,495,Subvencionado,M,2.1,510145
690,638,625,701,Municipalizado,M,4.2,510145
651,637,603,744,Municipalizado,M,4.2,530024
701,632,626,763,Subvencionado,F,4.4,510145
569,507,553,641,Municipalizado,F,1.6,510145
644,633,523,620,Subvencionado,M,3.7,520145
672,683,635,538,Subvencionado,M,1.0,510145
642,637,622,641,Subvencionado,M,4.2,520145
756,607,617,618,Privado,M,4.2,520145
756,645,634,743,Subvencionado,M,4.2,510145
633,632,592,660,Municipalizado,M,3.0,510145
626,558,509,618,Municipalizado,M,2.4,510145
669,541,558,598,Subvencionado,M,2.9,510145
687,633,664,702,Subvencionado,M,4.9,510145
701,541,599,579,Privado,M,4.8,510145
650,692,648,682,Subvencionado,M,4.9,510145
679,606,594,742,Subvencionado,M,4.6,510145
636,607,606,680,Subvencionado,M,4.0,530024
603,556,547,600,Subvencionado,M,4.1,530024
656,543,615,557,Privado,M,3.5,510145
618,605,534,660,Subvencionado,M,1.0,520145
672,710,660,743,Privado,M,4.0,520145
649,626,604,556,Privado,M,1.7,510145
810,780,706,702,Privado,M,5.7,520145
639,495,584,476,Municipalizado,F,1.3,520145
718,721,621,743,Subvencionado,F,4.2,510145
648,620,659,804,Subvencionado,F,2.9,520145
646,607,584,599,Municipalizado,F,3.4,520145
689,652,618,745,Subvencionado,F,6.4,520145
626,457,561,764,Municipalizado,M,5.2,530024
620,581,595,683,Municipalizado,M,2.9,510145
624,600,592,640,Subvencionado,M,1.0,530024
696,645,647,682,Privado,F,5.7,530024
649,584,651,538,Subvencionado,M,1.0,510145
606,591,430,661,Municipalizado,M,3.8,530024
812,608,664,640,Subvencionado,M,5.4,510145
811,626,716,742,Privado,M,5.9,520145
608,428,510,743,Municipalizado,M,2.9,510145
771,645,663,557,Privado,M,4.4,530024
619,591,562,600,Subvencionado,M,4.9,520145
635,660,592,682,Subvencionado,F,4.1,530024
633,575,624,681,Privado,M,2.9,510145
668,676,681,661,Privado,M,3.5,510145
633,633,593,662,Municipalizado,M,4.3,520145
700,568,569,515,Privado,M,2.4,510145
606,603,611,703,Municipalizado,F,4.0,520145
649,596,600,682,Subvencionado,M,2.7,510145
605,487,551,578,Municipalizado,M,3.2,510145
629,614,622,681,Subvencionado,F,3.4,520145
660,607,557,580,Municipalizado,M,4.0,510145
829,693,727,701,Privado,M,6.3,520145
603,550,572,661,Municipalizado,M,1.0,520145
679,632,657,762,Privado,M,5.0,520145
612,567,606,640,Subvencionado,F,4.2,510145
667,667,615,660,Subvencionado,M,2.2,510145
696,646,678,764,Municipalizado,M,4.2,510145
636,666,715,661,Municipalizado,M,3.1,520145
660,504,573,701,Subvencionado,M,3.4,510145
713,595,666,722,Subvencionado,M,5.2,510145
608,637,630,700,Municipalizado,M,1.9,510145
607,557,549,722,Municipalizado,M,2.6,520145
713,644,553,743,Subvencionado,M,4.9,530024
731,584,659,580,Privado,M,3.1,520145
674,779,651,558,Subvencionado,M,4.0,510145
659,651,659,619,Municipalizado,M,4.1,530024
671,646,621,619,Privado,M,4.9,530024
756,602,727,723,Privado,M,4.8,530024
714,662,615,681,Privado,M,4.6,520145
636,534,592,598,Subvencionado,M,4.6,510145
596,568,589,641,Subvencionado,M,2.9,510145
630,531,504,578,Subvencionado,F,2.6,510145
681,651,657,742,Municipalizado,M,3.2,510145
638,495,584,475,Municipalizado,F,1.0,510145
688,625,623,619,Subvencionado,M,4.7,530024
705,650,638,641,Subvencionado,M,4.9,520145
635,574,615,702,Municipalizado,F,1.0,510145
640,587,528,579,Municipalizado,M,1.6,520145
617,573,427,558,Subvencionado,F,4.2,510145
732,745,701,742,Subvencionado,F,4.6,520145
737,568,678,702,Subvencionado,M,4.4,510145
656,666,635,765,Subvencionado,M,4.2,530024
572,579,510,701,Subvencionado,M,1.7,510145
607,558,581,721,Subvencionado,M,4.7,510145
649,557,594,680,Municipalizado,M,2.5,510145
678,773,653,763,Municipalizado,F,4.0,520145
672,681,635,536,Subvencionado,M,1.0,510145
752,675,685,723,Subvencionado,M,6.2,510145
677,722,707,722,Subvencionado,M,1.5,520145
648,587,616,663,Subvencionado,M,2.8,510145
619,523,537,619,Municipalizado,M,2.2,520145
625,527,652,475,Subvencionado,M,2.0,510145
606,535,571,600,Subvencionado,M,4.1,510145
612,580,538,600,Municipalizado,F,4.6,530024
717,639,676,661,Subvencionado,F,4.0,510145
615,619,563,641,Subvencionado,M,4.2,520145
605,640,597,702,Subvencionado,F,2.9,520145
811,667,675,722,Subvencionado,M,5.4,520145
755,646,702,639,Privado,M,4.9,520145
620,557,563,641,Subvencionado,M,1.9,520145
600,614,653,660,Subvencionado,M,1.0,530024
724,604,623,641,Subvencionado,M,5.9,510145
733,613,627,682,Subvencionado,F,5.1,530024
624,614,623,581,Subvencionado,M,3.7,530024
668,774,648,763,Subvencionado,M,2.8,520145
648,607,627,599,Privado,M,5.6,530024
830,732,668,700,Subvencionado,M,5.5,510145
656,644,573,598,Privado,M,1.0,510145
649,558,596,682,Municipalizado,M,4.3,530024
831,659,689,723,Privado,F,6.3,530024
701,607,604,599,Subvencionado,M,4.5,520145
657,620,656,620,Privado,M,4.0,520145
696,693,741,721,Subvencionado,M,4.5,510145
678,558,607,620,Privado,M,2.5,510145
642,575,595,661,Subvencionado,M,4.0,530024
682,744,600,721,Municipalizado,M,5.0,530024
609,637,628,702,Municipalizado,M,4.3,510145
627,547,601,640,Privado,M,4.0,520145
660,591,603,598,Privado,M,4.6,520145
672,566,538,723,Municipalizado,F,3.6,510145
694,596,635,743,Subvencionado,F,5.9,520145
666,745,622,680,Municipalizado,F,3.2,520145
608,625,571,660,Subvencionado,M,2.1,520145
677,562,638,498,Subvencionado,M,1.0,510145
772,692,741,702,Privado,M,4.7,510145
648,576,642,701,Subvencionado,F,4.3,520145
620,484,486,495,Municipalizado,M,1.0,510145
650,660,629,579,Subvencionado,M,3.1,520145
732,613,628,681,Subvencionado,F,5.2,520145
694,603,649,660,Privado,M,4.5,530024
831,693,726,703,Privado,M,5.9,530024
638,538,467,601,Subvencionado,M,1.0,520145
773,597,621,661,Privado,M,3.1,510145
612,625,629,619,Municipalizado,M,2.9,520145
751,650,690,579,Privado,M,4.0,530024
603,569,589,703,Municipalizado,M,4.6,520145
700,541,599,579,Privado,M,4.7,530024
605,549,572,660,Municipalizado,M,1.0,510145
620,483,486,496,Municipalizado,M,1.0,520145
689,619,610,481,Privado,M,1.0,530024
694,574,605,557,Privado,M,4.6,510145
619,710,652,640,Subvencionado,F,5.2,510145
713,602,633,537,Privado,M,4.3,520145
681,639,614,661,Subvencionado,M,4.0,520145
659,538,625,702,Subvencionado,M,4.2,520145
605,479,564,701,Subvencionado,M,5.0,510145
674,668,701,722,Privado,M,4.6,530024
664,592,600,482,Privado,M,2.9,520145
831,674,656,723,Municipalizado,M,4.2,520145
636,601,572,618,Privado,M,4.0,510145
566,495,517,620,Subvencionado,F,3.3,510145
641,683,610,517,Subvencionado,M,4.1,520145
639,651,591,662,Subvencionado,F,3.7,510145
619,483,486,495,Municipalizado,M,1.0,520145
608,573,570,683,Municipalizado,M,4.0,520145
614,537,535,702,Municipalizado,M,4.2,510145
609,449,477,601,Subvencionado,M,1.8,520145
712,613,668,640,Subvencionado,M,2.7,510145
736,607,683,661,Subvencionado,M,4.6,510145
688,603,561,701,Municipalizado,F,4.2,510145
829,659,689,721,Privado,F,5.8,510145
694,592,591,580,Subvencionado,M,1.0,520145
651,607,600,701,Municipalizado,F,4.8,520145
606,513,563,561,Privado,M,4.1,530024
605,587,537,702,Subvencionado,F,2.7,510145
663,523,595,661,Subvencionado,M,4.7,530024
694,650,677,660,Privado,F,5.0,530024
713,613,566,744,Subvencionado,M,5.3,520145
640,620,581,702,Municipalizado,M,4.8,530024
673,566,538,721,Municipalizado,F,4.2,520145
694,546,589,475,Subvencionado,M,4.0,510145
669,606,567,559,Subvencionado,M,3.0,520145
664,537,641,640,Privado,M,4.4,530024
600,614,551,684,Municipalizado,F,1.5,520145
652,596,681,619,Subvencionado,M,4.1,520145
772,692,705,765,Subvencionado,M,6.0,530024
652,638,591,681,Subvencionado,F,3.7,520145
812,682,617,702,Privado,M,3.6,520145
732,519,733,620,Subvencionado,M,4.6,530024
666,682,510,641,Subvencionado,M,4.0,510145
691,601,614,722,Subvencionado,F,4.0,510145
660,569,573,579,Municipalizado,M,2.4,520145
755,572,588,455,Subvencionado,M,1.0,520145
829,757,641,660,Subvencionado,M,5.1,520145
793,596,624,558,Privado,M,4.1,510145
617,732,705,517,Subvencionado,M,4.2,510145
586,659,487,723,Subvencionado,F,1.0,520145
752,701,792,805,Subvencionado,M,4.5,520145
717,726,832,687,Municipalizado,M,4.5,530024
703,722,640,682,Privado,M,4.1,520145
849,659,659,661,Privado,M,3.5,510145
605,580,562,560,Subvencionado,M,4.1,510145
641,626,594,640,Subvencionado,M,4.9,530024
626,578,655,515,Municipalizado,M,2.6,520145
755,682,607,579,Privado,M,4.1,520145
701,614,697,723,Subvencionado,M,3.4,520145
629,585,567,641,Subvencionado,M,3.3,510145
737,602,679,722,Subvencionado,M,4.8,510145
717,631,603,640,Subvencionado,M,4.7,530024
674,671,669,661,Privado,F,4.8,510145
773,649,659,620,Subvencionado,M,4.7,510145
678,590,614,702,Subvencionado,F,4.0,530024
568,443,512,660,Subvencionado,M,2.8,520145
655,639,692,621,Municipalizado,M,5.1,530024
702,626,681,721,Privado,M,4.0,510145
687,619,564,620,Subvencionado,M,5.7,520145
627,735,689,744,Municipalizado,F,4.5,510145
771,607,592,681,Privado,M,4.3,510145
608,637,627,702,Municipalizado,M,2.8,520145
682,658,613,660,Privado,F,4.1,520145
655,700,564,579,Subvencionado,M,2.1,520145
641,682,579,579,Subvencionado,M,1.0,520145
649,583,650,537,Subvencionado,M,1.0,520145
713,638,663,722,Municipalizado,M,4.0,510145
737,604,679,722,Subvencionado,M,4.8,510145
735,648,602,579,Subvencionado,M,4.1,520145
702,632,627,764,Subvencionado,F,3.6,510145
655,699,564,580,Subvencionado,M,2.2,510145
576,572,571,580,Subvencionado,M,1.7,510145
596,508,537,702,Municipalizado,M,1.8,510145
615,659,539,600,Subvencionado,M,4.2,520145
675,671,669,662,Privado,F,4.0,530024
638,613,605,804,Municipalizado,M,3.2,510145
635,529,562,681,Subvencionado,M,2.3,520145
615,566,517,621,Subvencionado,F,2.3,520145
656,645,524,639,Municipalizado,M,1.7,520145
612,578,630,642,Municipalizado,M,4.2,510145
582,530,562,519,Subvencionado,M,2.1,510145
689,585,616,681,Municipalizado,M,3.2,510145
679,537,553,702,Subvencionado,M,4.6,510145
639,674,568,641,Subvencionado,F,5.6,530024
688,699,589,660,Privado,M,3.4,520145
658,699,627,619,Privado,M,3.0,510145
695,701,638,619,Subvencionado,M,2.7,520145
733,536,582,579,Privado,M,4.2,510145
644,674,648,538,Subvencionado,M,4.2,510145
566,493,516,618,Subvencionado,F,3.6,530024
640,567,542,662,Municipalizado,M,4.0,520145
648,700,613,557,Privado,F,2.4,510145
645,683,639,641,Municipalizado,M,4.5,510145
603,692,529,579,Subvencionado,M,1.0,530024
679,562,618,537,Privado,M,1.0,510145
669,674,682,660,Privado,M,3.6,510145
612,581,511,744,Municipalizado,M,1.7,520145
602,632,589,701,Municipalizado,F,3.6,510145
630,527,607,660,Subvencionado,F,1.9,510145
634,633,591,661,Municipalizado,M,4.3,520145
706,631,641,702,Subvencionado,M,5.2,520145
695,551,653,641,Subvencionado,M,5.8,510145
608,514,544,520,Privado,M,2.2,520145
670,517,571,579,Subvencionado,F,4.8,510145
596,592,557,536,Subvencionado,F,1.0,510145
733,721,689,806,Privado,F,6.0,530024
772,644,662,558,Privado,M,4.8,510145
811,691,635,557,Privado,M,2.9,520145
713,613,647,642,Municipalizado,F,5.5,530024
830,632,641,577,Privado,M,4.4,510145
656,700,564,578,Subvencionado,M,1.8,510145
652,562,582,723,Subvencionado,M,4.1,510145
605,579,562,560,Subvencionado,M,1.4,510145
623,508,558,598,Subvencionado,M,1.9,510145
695,613,648,724,Municipalizado,M,4.0,510145
635,659,626,474,Subvencionado,M,3.2,520145
712,619,614,743,Subvencionado,F,5.3,510145
659,644,538,556,Subvencionado,M,3.6,510145
831,670,615,785,Subvencionado,M,4.4,510145
646,584,562,682,Subvencionado,F,5.2,520145
616,600,616,641,Subvencionado,F,5.4,520145
627,579,654,519,Municipalizado,M,1.0,510145
695,595,636,743,Subvencionado,F,4.0,510145
714,591,619,578,Subvencionado,M,5.3,520145
656,529,615,578,Subvencionado,M,3.5,530024
619,586,584,679,Subvencionado,M,2.0,510145
771,669,683,743,Subvencionado,M,5.4,530024
712,613,566,743,Subvencionado,M,4.9,510145
637,591,528,619,Subvencionado,M,2.0,530024
604,600,567,496,Subvencionado,M,3.0,510145
756,710,701,744,Subvencionado,F,4.2,510145
639,620,580,702,Municipalizado,M,4.8,530024
630,591,511,620,Municipalizado,F,5.9,530024
678,529,656,641,Subvencionado,M,4.8,530024
737,732,667,722,Subvencionado,M,4.6,530024
696,683,644,702,Subvencionado,M,5.7,520145
673,566,538,723,Subvencionado,M,3.3,520145
647,699,641,642,Subvencionado,M,2.6,510145
649,534,608,598,Subvencionado,M,5.3,520145
593,581,542,578,Subvencionado,M,1.8,510145
812,742,679,700,Privado,M,6.2,510145
651,603,581,660,Subvencionado,M,5.0,520145
668,650,623,681,Subvencionado,M,3.2,510145
645,659,648,724,Subvencionado,M,4.1,510145
608,667,597,681,Subvencionado,M,1.3,520145
646,607,585,598,Municipalizado,F,2.5,520145
655,632,602,640,Subvencionado,F,3.2,510145
646,675,647,538,Subvencionado,M,4.7,520145
606,622,589,433,Municipalizado,M,1.1,520145
810,569,685,660,Subvencionado,M,4.2,520145
624,541,579,475,Municipalizado,M,4.2,530024
635,579,582,538,Subvencionado,F,3.0,510145
595,524,548,744,Municipalizado,M,1.0,510145
638,538,467,600,Subvencionado,M,1.9,520145
681,607,658,744,Subvencionado,M,4.9,530024
660,567,611,599,Subvencionado,M,3.0,510145
636,558,659,620,Municipalizado,M,4.0,520145
733,721,690,805,Privado,F,6.0,530024
829,711,792,763,Privado,M,4.7,510145
752,651,662,784,Subvencionado,M,4.9,520145
656,537,622,495,Subvencionado,F,1.7,510145
657,660,636,722,Municipalizado,F,3.4,510145
639,586,528,579,Municipalizado,M,1.0,510145
700,547,602,516,Subvencionado,M,2.9,510145
655,562,616,661,Subvencionado,M,2.2,510145
713,617,650,763,Subvencionado,F,4.8,510145
650,590,549,742,Municipalizado,M,4.3,510145
717,667,701,701,Municipalizado,M,5.1,510145
830,732,668,702,Subvencionado,M,5.5,510145
570,675,554,517,Subvencionado,M,1.0,520145
685,646,674,619,Privado,M,4.3,510145
634,587,630,681,Subvencionado,M,4.2,520145
638,602,596,660,Subvencionado,M,5.6,530024
695,651,681,661,Subvencionado,M,5.4,510145
614,633,568,641,Subvencionado,M,4.0,520145
629,608,589,619,Subvencionado,M,5.4,520145
570,563,545,578,Subvencionado,M,1.0,520145
695,625,682,580,Subvencionado,M,4.6,510145
672,639,627,538,Subvencionado,M,4.7,520145
607,633,611,661,Municipalizado,F,2.3,510145
652,562,582,723,Subvencionado,M,2.8,510145
655,602,635,701,Subvencionado,M,2.3,520145
585,562,591,702,Subvencionado,M,4.0,520145
636,580,581,537,Subvencionado,F,3.0,520145
585,657,568,536,Subvencionado,M,1.0,520145
673,721,678,722,Privado,F,3.7,520145
665,606,562,619,Municipalizado,M,3.3,510145
640,626,645,661,Subvencionado,M,4.4,520145
697,552,618,538,Municipalizado,M,5.4,520145
755,687,637,599,Subvencionado,M,5.9,510145
608,642,627,640,Subvencionado,F,4.0,520145
603,693,528,578,Subvencionado,M,4.4,510145
614,683,619,639,Municipalizado,F,3.4,520145
622,623,614,558,Subvencionado,M,1.8,520145
635,551,589,516,Municipalizado,M,3.3,520145
668,651,623,681,Subvencionado,M,3.3,530024
671,541,558,599,Subvencionado,M,3.5,520145
701,591,627,702,Privado,M,5.4,530024
683,581,556,640,Subvencionado,M,1.0,510145
606,571,547,723,Subvencionado,M,5.8,530024
572,587,612,723,Subvencionado,M,1.7,520145
773,546,596,660,Municipalizado,M,4.2,520145
633,619,677,721,Privado,M,4.3,520145
683,637,726,660,Privado,M,4.8,510145
570,675,554,517,Subvencionado,M,1.0,510145
560,518,544,681,Municipalizado,M,4.0,520145
694,551,613,619,Subvencionado,M,2.6,510145
633,625,602,599,Subvencionado,M,3.0,520145
669,541,559,599,Subvencionado,M,2.8,530024
718,667,635,642,Subvencionado,M,3.0,510145
771,682,721,661,Privado,M,4.1,520145
535,600,529,681,Municipalizado,M,1.0,510145
641,552,622,660,Municipalizado,M,2.3,510145
692,621,667,681,Municipalizado,M,4.2,510145
665,667,616,660,Subvencionado,M,3.1,520145
674,619,627,680,Municipalizado,M,4.5,510145
669,596,684,558,Privado,M,4.4,510145
618,586,584,681,Subvencionado,M,2.8,510145
618,602,610,598,Privado,F,2.6,520145
637,591,527,620,Subvencionado,M,2.0,530024
732,613,619,619,Privado,M,3.1,510145
689,394,630,620,Municipalizado,M,4.0,510145
663,572,595,681,Municipalizado,M,4.0,520145
701,633,765,723,Privado,M,5.7,530024
771,683,777,662,Privado,M,4.2,510145
601,651,539,702,Subvencionado,F,2.9,520145
733,536,581,579,Privado,M,2.4,520145
633,501,573,614,Subvencionado,M,1.6,520145
615,660,541,600,Subvencionado,M,3.6,530024
676,710,689,539,Privado,M,4.1,530024
661,547,595,557,Municipalizado,M,1.0,520145
682,754,681,619,Subvencionado,F,4.2,510145
663,546,607,620,Subvencionado,M,4.2,510145
713,613,659,599,Subvencionado,M,4.1,510145
595,576,603,722,Subvencionado,F,5.0,520145
737,666,692,597,Subvencionado,M,5.3,520145
830,478,622,598,Municipalizado,M,4.5,520145
661,561,630,641,Municipalizado,M,3.1,520145
609,547,624,454,Privado,M,1.9,520145
630,527,607,661,Subvencionado,F,3.5,520145
634,557,614,701,Subvencionado,F,4.0,510145
680,674,715,723,Subvencionado,M,4.4,530024
648,659,624,640,Subvencionado,M,4.2,520145
585,557,591,598,Subvencionado,F,2.6,510145
772,682,778,660,Privado,M,3.5,520145
736,666,646,681,Subvencionado,F,5.0,530024
558,603,473,581,Subvencionado,F,4.5,520145
849,693,693,744,Privado,F,5.8,520145
638,606,651,682,Subvencionado,M,4.2,530024
645,709,627,640,Privado,M,2.4,520145
656,644,523,641,Municipalizado,M,1.7,520145
637,580,566,620,Subvencionado,M,4.0,520145
609,552,576,721,Municipalizado,M,3.4,530024
615,595,591,597,Municipalizado,M,4.1,510145
608,450,476,601,Subvencionado,M,1.8,520145
678,619,668,724,Privado,F,5.1,520145
626,613,701,682,Municipalizado,M,5.3,510145
683,524,584,682,Subvencionado,M,5.7,510145
678,767,688,764,Subvencionado,M,3.1,520145
737,732,721,641,Privado,M,5.7,530024
624,556,568,660,Subvencionado,M,5.4,520145
685,568,655,580,Municipalizado,M,4.0,520145
811,552,668,682,Subvencionado,M,4.0,520145
718,666,672,662,Privado,M,4.9,530024
713,607,643,722,Municipalizado,M,2.4,520145
645,606,585,598,Municipalizado,F,2.2,510145
694,563,641,640,Subvencionado,M,4.4,510145
666,659,672,619,Subvencionado,M,4.8,530024
608,450,476,602,Subvencionado,M,1.8,520145
582,658,602,682,Municipalizado,M,3.4,510145
654,561,614,435,Subvencionado,M,2.5,510145
717,625,637,702,Privado,M,4.5,520145
810,637,675,743,Privado,F,5.2,510145
774,598,622,661,Privado,M,4.9,530024
834,706,703,640,Subvencionado,M,5.9,520145
580,524,534,723,Municipalizado,M,2.4,510145
586,626,585,640,Subvencionado,F,1.9,520145
773,659,693,683,Subvencionado,M,5.7,530024
652,557,591,539,Subvencionado,M,4.3,510145
629,527,562,495,Subvencionado,M,4.0,520145
613,542,538,661,Subvencionado,M,3.1,520145
576,574,573,518,Subvencionado,M,1.0,510145
632,645,678,682,Subvencionado,M,4.0,520145
661,631,660,578,Privado,M,4.7,510145
737,607,683,659,Subvencionado,M,4.0,520145
646,607,585,599,Municipalizado,F,3.4,520145
755,603,727,722,Privado,M,5.8,520145
682,754,680,620,Subvencionado,F,4.2,510145
583,536,563,742,Subvencionado,M,2.4,510145
682,467,625,620,Municipalizado,M,3.2,520145
599,595,517,496,Subvencionado,M,2.8,520145
713,613,648,640,Municipalizado,F,4.4,510145
669,676,682,660,Privado,M,3.5,510145
652,551,602,744,Municipalizado,F,2.9,520145
